tab_caixasangria_id_caixasangria;tab_caixasangria_id_caixa;tab_caixasangria_id_entidade;tab_caixasangria_id_especie;tab_caixasangria_data;tab_caixasangria_valor;tab_caixasangria_obs;tab_caixasangria_conferido
778;111;170;6;"2025-04-13 14:21:43";1164.00;"Pix Chave";0
779;112;2;1;"2025-04-14 13:36:42";1000.00;FC;1
780;112;2;1;"2025-04-14 14:35:03";50.00;"GASOLINA MOTO FAN DYT0B29";0
781;112;2;1;"2025-04-14 14:38:06";400.00;FC;1
782;112;2;1;"2025-04-14 14:43:27";4.00;PAO;0
783;112;2;4;"2025-04-14 14:44:57";235.00;Crédito;0
784;112;2;3;"2025-04-14 14:44:57";120.00;Débito;0
785;112;2;6;"2025-04-14 14:44:57";2548.42;"Pix Chave";0
786;113;170;1;"2025-04-14 18:59:13";80.00;GABRIEL;0
787;113;170;1;"2025-04-14 19:12:24";200.00;FC;1
788;113;170;4;"2025-04-14 19:40:12";100.00;Crédito;0
789;113;170;7;"2025-04-14 19:40:12";235.00;"credito 2x";0
790;113;170;3;"2025-04-14 19:40:12";120.00;Débito;0
791;114;2;1;"2025-04-15 09:19:06";50.00;"GASOLINA STRADA";0
792;114;170;1;"2025-04-15 18:28:25";900.00;FC;1
793;114;2;1;"2025-04-15 18:29:44";4.80;MOEDAS;1
794;114;2;1;"2025-04-15 18:43:45";3.20;PAO;0
795;114;2;1;"2025-04-15 18:58:43";80.00;GABRIEL;0
796;114;2;4;"2025-04-15 19:54:30";360.00;Crédito;0
797;114;2;3;"2025-04-15 19:54:30";755.00;Débito;0
798;114;2;6;"2025-04-15 19:54:30";1149.11;"Pix Chave";0
799;115;2;1;"2025-04-16 09:17:12";4.80;PAO;0
800;115;2;1;"2025-04-16 18:59:19";80.00;GABRIEL;0
801;115;2;1;"2025-04-16 19:00:57";900.00;FC;1
802;115;2;1;"2025-04-16 19:02:09";4.15;MOEDAS;1
803;115;2;4;"2025-04-16 20:05:42";235.00;Crédito;0
804;115;2;3;"2025-04-16 20:05:42";370.00;Débito;0
805;115;2;6;"2025-04-16 20:05:42";452.00;"Pix Chave";0
806;116;2;1;"2025-04-17 08:38:39";4.80;PAO;1
807;116;2;1;"2025-04-17 19:01:25";45.00;"GABRIEL pegou 45,00 em dinheiro e 35,00 no pix";1
808;116;2;1;"2025-04-17 19:46:57";3250.00;FC;1
809;116;2;1;"2025-04-17 19:47:08";0.75;MOEDAS;1
810;116;2;4;"2025-04-17 19:55:08";235.00;Crédito;0
811;116;2;3;"2025-04-17 19:55:08";235.00;Débito;0
812;116;2;6;"2025-04-17 19:55:08";929.00;"Pix Chave";0
813;117;170;1;"2025-04-18 10:07:57";4.00;"PAO-3,20 moedas-0,80";1
814;117;170;1;"2025-04-18 13:55:36";240.00;"200 FC 40 Gabriel";1
815;117;170;4;"2025-04-18 14:14:56";350.00;Crédito;0
816;117;170;7;"2025-04-18 14:14:56";120.00;"credito 2x";0
817;117;170;3;"2025-04-18 14:14:56";475.00;Débito;0
818;117;170;6;"2025-04-18 14:14:56";627.00;"Pix Chave";0
819;118;1;1;"2025-04-18 18:13:32";76.00;"GASOLINA 12,901L R$ 6,29 MOTO BYK-9J79";0
820;118;1;1;"2025-04-18 20:02:05";120.00;"DIA GABRIEL";0
821;118;1;1;"2025-04-18 20:02:28";100.00;FC;0
822;118;1;4;"2025-04-18 20:03:08";230.00;Crédito;0
823;118;1;3;"2025-04-18 20:03:09";120.00;Débito;0
824;118;1;6;"2025-04-18 20:03:09";500.00;"Pix Chave";0
825;119;2;1;"2025-04-19 08:39:47";4.80;PAO;0
826;119;170;1;"2025-04-19 19:00:52";80.00;GABRIEL;0
827;119;2;1;"2025-04-19 19:12:00";600.00;FC;1
828;119;2;1;"2025-04-19 19:13:00";11.20;MOEDAS;1
829;119;2;1;"2025-04-19 19:18:00";150.00;FC;1
830;119;2;4;"2025-04-19 19:53:22";0.00;Crédito;0
831;119;2;3;"2025-04-19 19:53:22";715.00;Débito;0
832;119;2;6;"2025-04-19 19:53:22";3987.00;"Pix Chave";0
833;120;170;1;"2025-04-20 09:37:20";2.40;PAO;0
834;120;170;1;"2025-04-20 14:00:06";80.00;GABRIEL;0
835;120;170;1;"2025-04-20 14:00:31";50.00;VITOR;0
836;120;170;1;"2025-04-20 14:09:33";300.00;FC;1
837;120;170;4;"2025-04-20 14:22:10";825.00;Crédito;0
838;120;170;7;"2025-04-20 14:22:10";120.00;"credito 2x";0
839;120;170;3;"2025-04-20 14:22:10";350.00;Débito;0
840;120;170;6;"2025-04-20 14:22:10";635.00;"Pix Chave";0
841;121;2;1;"2025-04-21 13:44:22";4.40;PAO;0
842;121;2;1;"2025-04-21 13:50:55";700.00;FC;1
843;121;2;1;"2025-04-21 13:52:49";80.00;GABRIEL;0
844;121;2;1;"2025-04-21 13:53:07";1.60;MOEDAS;1
845;121;2;4;"2025-04-21 13:59:27";235.00;Crédito;0
846;121;2;3;"2025-04-21 13:59:27";230.00;Débito;0
847;121;2;6;"2025-04-21 13:59:27";202.00;"Pix Chave";0
848;122;2;1;"2025-04-22 08:22:44";45.60;"PAO -Gabriel pegou 40,00 p/ almoçar";0
849;122;2;1;"2025-04-22 13:01:54";3500.00;FC;1
850;122;2;1;"2025-04-22 14:30:09";0.40;"TROCO DO PAO";1
851;122;2;4;"2025-04-22 14:34:11";120.00;Crédito;0
852;122;2;7;"2025-04-22 14:34:11";120.00;"credito 2x";0
853;122;2;3;"2025-04-22 14:34:11";460.00;Débito;0
854;122;2;6;"2025-04-22 14:34:11";642.00;"Pix Chave";0
855;123;170;1;"2025-04-22 18:56:23";400.00;FC;1
856;123;170;1;"2025-04-22 19:04:27";40.00;GABRIEL;0
857;123;170;4;"2025-04-22 19:44:17";120.00;Crédito;0
858;123;170;3;"2025-04-22 19:44:17";240.00;Débito;0
859;123;170;6;"2025-04-22 19:44:17";729.00;"Pix Chave";0
860;124;2;1;"2025-04-23 09:07:48";4.80;PAO;0
861;124;2;1;"2025-04-23 13:39:45";400.00;FC;1
862;124;2;1;"2025-04-23 18:58:33";80.00;GABRIEL;0
863;124;2;1;"2025-04-23 19:14:08";200.00;FC;1
864;124;2;1;"2025-04-23 19:14:38";1.20;MOEDAS;1
865;124;2;4;"2025-04-23 19:52:35";230.00;Crédito;0
866;124;2;7;"2025-04-23 19:52:35";260.00;"credito 2x";0
867;124;2;3;"2025-04-23 19:52:35";480.00;Débito;0
868;124;2;6;"2025-04-23 19:52:35";1305.00;"Pix Chave";0
869;125;2;1;"2025-04-24 09:48:18";250.00;FC;1
870;125;2;1;"2025-04-24 15:49:12";1000.00;FC;1
871;125;170;1;"2025-04-24 19:09:11";84.80;"-80GABRIEL -pão 4,80";0
872;125;170;1;"2025-04-24 19:26:20";300.00;FC;1
873;125;170;1;"2025-04-24 19:31:51";1.25;MOEDAS;1
874;125;2;4;"2025-04-24 19:51:31";235.00;Crédito;0
875;125;2;3;"2025-04-24 19:51:31";595.00;Débito;0
876;125;2;6;"2025-04-24 19:51:31";1050.56;"Pix Chave";0
877;126;2;1;"2025-04-25 09:02:11";84.80;"PAO----4,80   Gabriel 80,00";0
878;126;2;1;"2025-04-25 18:48:54";1100.00;FC;1
879;126;2;1;"2025-04-25 18:49:45";1.20;MOEDAS;1
880;126;2;4;"2025-04-25 19:56:28";470.00;Crédito;0
881;126;2;3;"2025-04-25 19:56:28";115.00;Débito;0
882;126;2;6;"2025-04-25 19:56:28";1161.00;"Pix Chave";0
883;127;2;1;"2025-04-26 10:05:21";50.00;GASOLINA;0
884;127;2;1;"2025-04-26 10:09:46";86.40;"PAO----- Gabriel80,00";0
885;127;2;1;"2025-04-26 14:06:08";60.00;GASOLINA;0
886;127;2;1;"2025-04-26 15:02:53";1200.00;FC;1
887;127;2;1;"2025-04-26 19:12:29";15.00;"FIZ PIX MONIQUE ";1
888;127;2;1;"2025-04-26 19:24:09";250.00;FC;1
889;127;2;1;"2025-04-26 19:44:28";4.60;MOEDAS;1
890;127;2;4;"2025-04-26 19:57:18";240.00;Crédito;0
891;127;2;7;"2025-04-26 19:57:18";520.00;"credito 2x";0
892;127;2;3;"2025-04-26 19:57:18";715.00;Débito;0
893;127;2;6;"2025-04-26 19:57:18";2012.60;"Pix Chave";0
894;129;170;1;"2025-04-27 12:36:10";2.40;PAO;0
895;129;170;1;"2025-04-27 13:42:49";600.00;FC;1
896;129;170;1;"2025-04-27 13:43:34";0.60;MOEDAS;1
897;129;170;1;"2025-04-27 13:56:32";80.00;GABRIEL;0
898;129;170;1;"2025-04-27 13:59:06";50.00;VITOR;0
899;129;170;4;"2025-04-27 14:09:51";230.00;Crédito;0
900;129;170;3;"2025-04-27 14:09:51";950.00;Débito;0
901;129;170;6;"2025-04-27 14:09:51";294.00;"Pix Chave";0
902;130;2;1;"2025-04-28 08:47:29";3.20;PAO;0
903;130;2;1;"2025-04-28 09:03:09";2000.00;FC;1
904;130;2;1;"2025-04-28 19:21:30";750.00;FC;1
905;130;2;1;"2025-04-28 19:22:10";1.00;MOEDAS;1
906;130;2;1;"2025-04-28 19:45:17";80.00;GABRIEL;0
907;130;2;4;"2025-04-28 20:11:53";355.00;Crédito;0
908;130;2;3;"2025-04-28 20:11:53";560.00;Débito;0
909;130;2;6;"2025-04-28 20:11:53";1440.02;"Pix Chave";0
910;131;2;1;"2025-04-29 10:36:03";1.50;PAO;0
911;131;170;1;"2025-04-29 14:37:03";54.00;"OLEO HIDRAULICO OLEO MOTO";1
912;131;170;1;"2025-04-29 15:36:12";4.90;"FUNIL PARA COLCOCAR OLEO NA MOTO";0
913;131;2;1;"2025-04-29 18:59:31";80.00;GABRIEL;0
914;131;2;1;"2025-04-29 19:00:14";500.00;FC;1
915;131;2;1;"2025-04-29 19:54:12";1.60;MOEDAS;1
916;131;2;4;"2025-04-29 19:54:39";120.00;Crédito;0
917;131;2;3;"2025-04-29 19:54:39";235.00;Débito;0
918;131;2;6;"2025-04-29 19:54:39";1719.00;"Pix Chave";0
919;132;2;1;"2025-04-30 09:25:03";1.60;PAO;0
920;132;170;1;"2025-04-30 19:00:13";80.00;GABRIEL;0
921;132;170;1;"2025-04-30 19:22:02";950.00;FC;1
922;132;170;1;"2025-04-30 19:22:53";0.25;MOEDAS;1
923;132;2;3;"2025-04-30 19:44:39";930.00;Débito;0
924;132;2;6;"2025-04-30 19:44:39";2459.44;"Pix Chave";0
925;133;170;1;"2025-05-01 08:17:52";3.20;PAO;0
926;133;170;1;"2025-05-01 13:40:41";900.00;FC;1
927;133;170;1;"2025-05-01 14:11:29";80.00;GABRIEL;0
928;133;170;1;"2025-05-01 14:11:47";80.00;VITOR;0
929;133;170;1;"2025-05-01 14:13:00";100.00;FC;1
930;133;170;1;"2025-05-01 14:14:36";1.60;MOEDAS;1
931;133;170;1;"2025-05-01 14:41:32";380.00;FC;1
932;133;170;3;"2025-05-01 14:42:33";1155.00;Débito;0
933;133;170;6;"2025-05-01 14:42:33";1060.00;"Pix Chave";0
934;134;170;3;"2025-05-01 14:53:28";115.00;Débito;0
935;135;2;1;"2025-05-02 08:45:08";6.40;PAO;0
936;135;2;1;"2025-05-02 12:45:14";1500.00;FC;1
937;135;170;1;"2025-05-02 16:21:48";60.00;"GASOLINA MOTO";0
938;135;170;1;"2025-05-02 18:59:30";30.00;GABRIEL;0
939;135;170;1;"2025-05-02 19:29:45";450.00;FC;1
940;135;170;1;"2025-05-02 19:31:14";4.60;MOEDAS;1
941;135;2;4;"2025-05-02 19:58:30";460.00;Crédito;0
942;135;2;3;"2025-05-02 19:58:30";905.00;Débito;0
943;135;2;6;"2025-05-02 19:58:30";1138.57;"Pix Chave";0
944;136;2;1;"2025-05-03 10:37:05";4.80;PAO;0
945;136;170;1;"2025-05-03 19:15:47";1150.00;FC;1
946;136;170;1;"2025-05-03 19:17:48";2.20;MOEDAS;1
947;136;2;4;"2025-05-03 19:56:59";290.00;Crédito;0
948;136;2;3;"2025-05-03 19:56:59";475.00;Débito;0
949;136;2;6;"2025-05-03 19:56:59";2438.00;"Pix Chave";0
950;137;170;1;"2025-05-04 13:55:53";500.00;FC;1
951;137;170;1;"2025-05-04 13:58:34";80.00;VITOR;0
952;137;170;4;"2025-05-04 14:05:55";590.00;Crédito;0
953;137;170;3;"2025-05-04 14:05:55";115.00;Débito;0
954;137;170;6;"2025-05-04 14:05:55";816.00;"Pix Chave";0
955;138;2;1;"2025-05-05 11:21:25";1500.00;FC;1
956;138;2;1;"2025-05-05 19:50:23";650.00;FC;1
957;138;2;1;"2025-05-05 19:50:42";1.65;MOEDAS;1
958;138;2;4;"2025-05-05 20:07:18";235.00;Crédito;0
959;138;2;7;"2025-05-05 20:07:18";130.00;"credito 2x";0
960;138;2;3;"2025-05-05 20:07:18";450.00;Débito;0
961;138;2;6;"2025-05-05 20:07:18";3371.55;"Pix Chave";0
962;139;2;1;"2025-05-06 08:53:33";6.40;PAO;0
